id,snapshot_id,keyword,col,table
-8986666481524111038,1, functionality,Answer,conversation
-8986666481524111038,1, dead code,Answer,conversation
5645647962250236592,1, long method,Answer,conversation
-78494401626539402,4, performance,Answer,conversation
7524634751946946693,6, data class,Prompt,conversation
-8832978686379016168,4, performance,Answer,conversation
-4344613590804879965,6, performance,Answer,conversation
-1679410116832447808,9, functionality,Answer,conversation
2538956782968885952,4, flexibility,Answer,conversation
4814289010674082962,8, functionality,Answer,conversation
4555382717223587495,8, functionality,Answer,conversation
-2122386386249171758,9, flexibility,Prompt,conversation
-2122386386249171758,9, efficiency,Answer,conversation
-2122386386249171758,9, robustness,Answer,conversation
-2122386386249171758,9, reliability,Answer,conversation
-3625448806545817833,9,inheritance,Answer,conversation
-3625448806545817833,9, performance,Answer,conversation
-3625448806545817833,9, readability,Answer,conversation
-3625448806545817833,9, maintainability,Answer,conversation
-3625448806545817833,9, productivity,Answer,conversation
8233366562319092768,4, data class,Answer,conversation
-484086402218503392,6, functionality,Answer,conversation
-484086402218503392,6, simplicity,Answer,conversation
2217514101703441559,6, data class,Prompt,conversation
336927413816451625,9,inheritance,Answer,conversation
336927413816451625,9,abstraction,Answer,conversation
336927413816451625,9, readability,Answer,conversation
336927413816451625,9, stability,Answer,conversation
336927413816451625,9,encapsulation,Answer,conversation
336927413816451625,9, usability,Answer,conversation
336927413816451625,9,polymorphism,Answer,conversation
336927413816451625,9, testability,Answer,conversation
336927413816451625,9, reusability,Answer,conversation
336927413816451625,9, modularity,Answer,conversation
336927413816451625,9, maintainability,Answer,conversation
1024419113344710205,9, performance,Answer,conversation
-226583087024557784,6, data class,Prompt,conversation
-563915623201209938,6,design size,Answer,conversation
3610693526482593706,9, functionality,Answer,conversation
7197746234517611929,9, readability,Answer,conversation
7197746234517611929,9, maintainability,Answer,conversation
7197746234517611929,9, productivity,Answer,conversation
-8204156555355436658,4, performance,Answer,conversation
-3024055561259697239,9, performance,Answer,conversation
2370134349041716429,6, stability,Answer,conversation
2370134349041716429,6, simplicity,Answer,conversation
2370134349041716429,6, effectiveness,Answer,conversation
9174791835172263279,6, data class,Prompt,conversation
-2224115868734986468,9, functionality,Answer,conversation
1954046282025263969,9, performance,Answer,conversation
1954046282025263969,9, maintainability,Answer,conversation
407204397563009892,9, performance,Answer,conversation
407204397563009892,9, productivity,Answer,conversation
-81198723522180599,6, simplicity,Answer,conversation
4956009168622476109,6, scalability,Answer,conversation
4956009168622476109,6, effectiveness,Answer,conversation
-2531862747264255418,4, functionality,Answer,conversation
-2531862747264255418,4, performance,Answer,conversation
3315660464480040331,9, switch statement,Prompt,conversation
-5574474908715656284,8, performance,Answer,conversation
-8617467335705834686,9, performance,Answer,conversation
-8617467335705834686,9,complexity,Answer,conversation
-8617467335705834686,9, readability,Answer,conversation
-8617467335705834686,9, usability,Answer,conversation
-8617467335705834686,9, reusability,Answer,conversation
-8617467335705834686,9, maintainability,Answer,conversation
6240555534562250723,9, robustness,Answer,conversation
-4229418898585024646,9,complexity,Answer,conversation
-4229418898585024646,9,design size,Answer,conversation
-4229418898585024646,9, extensibility,Answer,conversation
-4229418898585024646,9, efficiency,Answer,conversation
-1621435380474676873,9, flexibility,Answer,conversation
-1621435380474676873,9, robustness,Answer,conversation
-1621435380474676873,9, interoperability,Answer,conversation
7034146817560153030,9,complexity,Answer,conversation
9120523518252028254,6,complexity,Answer,conversation
-3747499074589544783,4, long method,Answer,conversation
-4100796359510963616,6, functionality,Answer,conversation
-6737664644860139533,6, data class,Prompt,conversation
-6737664644860139533,6, data class,ListOfCode,conversation
5403513474845780180,9, robustness,Answer,conversation
4814118745187142536,9, performance,Answer,conversation
-4739751002317838743,6,complexity,Answer,conversation
-657400838191386882,6, effectiveness,Answer,conversation
7480579536832189174,6, data class,Prompt,conversation
7480579536832189174,6, data class,Answer,conversation
2370854756860801290,9, accuracy,Answer,conversation
246571559391737352,4, simplicity,Answer,conversation
-640419594722031703,6, data class,Prompt,conversation
-2784902327167046724,9, performance,Prompt,conversation
-2784902327167046724,9, performance,Answer,conversation
-2784902327167046724,9, readability,Answer,conversation
-2784902327167046724,9, stability,Answer,conversation
-2784902327167046724,9, maintainability,Answer,conversation
-2784902327167046724,9, productivity,Answer,conversation
51784848737028485,4, readability,Answer,conversation
-7442526650551652623,4,complexity,Answer,conversation
1749837822083988099,6,complexity,Answer,conversation
1749837822083988099,6, flexibility,Answer,conversation
8297106122565777831,9, flexibility,Prompt,conversation
8297106122565777831,9, efficiency,Answer,conversation
8297106122565777831,9, robustness,Answer,conversation
8297106122565777831,9, reliability,Answer,conversation
-4871500218795462865,6, data class,Prompt,conversation
-4871500218795462865,6, data class,ListOfCode,conversation
-1335962712934581117,9, productivity,Answer,conversation
-8443343828507773220,9, flexibility,Answer,conversation
-8443343828507773220,9, scalability,Answer,conversation
7951561331199840335,6,complexity,Prompt,conversation
7951561331199840335,6,complexity,Answer,conversation
-6294962944398582980,6, data class,Prompt,conversation
-6294962944398582980,6, data class,ListOfCode,conversation
-1326274727182619299,9, functionality,Answer,conversation
-1326274727182619299,9, performance,Answer,conversation
-1326274727182619299,9,complexity,Answer,conversation
8738361945101599315,9, simplicity,Answer,conversation
-729032236547568307,6,complexity,Prompt,conversation
-729032236547568307,6,complexity,Answer,conversation
-9129091715991680128,9, performance,Answer,conversation
-9129091715991680128,9, productivity,Answer,conversation
7415756907282847439,9, maintainability,Answer,conversation
7415756907282847439,9, productivity,Answer,conversation
-5619362142462847830,1, readability,Answer,conversation
2477872546723579914,9, performance,Answer,conversation
2477872546723579914,9, productivity,Answer,conversation
8648523935617390025,4,complexity,Answer,conversation
8648523935617390025,4, flexibility,Answer,conversation
-2770305130295999168,4, readability,Answer,conversation
-2770305130295999168,4, accuracy,Answer,conversation
-2770305130295999168,4, correctness,Answer,conversation
1065556255937641839,9, performance,Answer,conversation
-8849129744153350301,6, data class,ListOfCode,conversation
2713185657847746123,9, readability,Answer,conversation
9177574631270527284,6, simplicity,Answer,conversation
-8152909402974341279,6, performance,Answer,conversation
-8152909402974341279,6,complexity,Answer,conversation
-5068671177992162132,4, performance,Answer,conversation
-9094378354407409659,9, data class,Answer,conversation
2361945506918069540,9,complexity,Answer,conversation
2361945506918069540,9,design size,Answer,conversation
2361945506918069540,9, extensibility,Answer,conversation
2361945506918069540,9, efficiency,Answer,conversation
-3561188484325444980,1,complexity,Answer,conversation
-3561188484325444980,1, flexibility,Answer,conversation
-4667944463701349223,9, maintainability,Answer,conversation
-1159271089884838655,1,complexity,Answer,conversation
-1159271089884838655,1, flexibility,Answer,conversation
-5602718703695961476,4, performance,Answer,conversation
-5602718703695961476,4,design size,Answer,conversation
3095822362826225289,6, data class,Prompt,conversation
3095822362826225289,6, data class,ListOfCode,conversation
-488969640303676920,6, data class,Prompt,conversation
-5983885633290777245,9, functionality,Answer,conversation
-5983885633290777245,9, performance,Answer,conversation
-3822682099775974158,9, functionality,Answer,conversation
-3822682099775974158,9, performance,Answer,conversation
-3822682099775974158,9, compatibility,Answer,conversation
-3822682099775974158,9, readability,Answer,conversation
-3822682099775974158,9, usability,Answer,conversation
-3822682099775974158,9, reusability,Answer,conversation
-3822682099775974158,9, maintainability,Answer,conversation
3249014798267965623,9,complexity,Answer,conversation
-4632295248051519381,1, readability,Answer,conversation
3458702347412320158,9, accuracy,Answer,conversation
1541346435106597724,4, performance,Answer,conversation
-836492524946966413,6, stability,Answer,conversation
-836492524946966413,6, correctness,Answer,conversation
-836492524946966413,6, reliability,Answer,conversation
-836492524946966413,6, maintainability,Answer,conversation
-7374265153265261006,6,inheritance,Prompt,conversation
-7374265153265261006,6, data class,Prompt,conversation
-4376432083055337285,6,abstraction,Answer,conversation
-3932505890077934554,9, performance,Prompt,conversation
-3932505890077934554,9, performance,Answer,conversation
7122110420348892412,9, performance,Prompt,conversation
7122110420348892412,9, performance,Answer,conversation
756959030069749592,4, compatibility,Answer,conversation
2375393715129900401,4, compatibility,Answer,conversation
2345544265672629458,4, performance,Answer,conversation
-3333287829987438567,4, compatibility,Answer,conversation
-4129511362950381563,9, performance,Prompt,conversation
-4129511362950381563,9, performance,Answer,conversation
-4129511362950381563,9,complexity,Answer,conversation
-4129511362950381563,9,design size,Answer,conversation
2535762354042816231,6, robustness,Answer,conversation
963728103156837295,4, data class,Prompt,conversation
963728103156837295,4, functionality,Answer,conversation
963728103156837295,4, data class,Answer,conversation
-7556791102354743417,9, performance,Answer,conversation
-7556791102354743417,9, productivity,Answer,conversation
8691344978775184067,9, flexibility,Answer,conversation
8691344978775184067,9, robustness,Answer,conversation
8691344978775184067,9, interoperability,Answer,conversation
-127046415024346707,4, functionality,Answer,conversation
-2028435958085670827,9, performance,Answer,conversation
-2028435958085670827,9, compatibility,Answer,conversation
-2028435958085670827,9, accessibility,Answer,conversation
-2028435958085670827,9, scalability,Answer,conversation
-3909919406391650863,9, performance,Answer,conversation
-3909919406391650863,9, readability,Answer,conversation
-2803449440394691966,4, data class,Prompt,conversation
-2803449440394691966,4, functionality,Answer,conversation
-2803449440394691966,4, data class,Answer,conversation
-368829551067926050,9, simplicity,Answer,conversation
7898763143919487923,4, performance,Answer,conversation
-8936090258245861389,8, long method,Prompt,conversation
-7567018769587498750,8,complexity,Answer,conversation
-8246133506428285036,9, performance,Answer,conversation
-8246133506428285036,9,composition,Answer,conversation
-8246133506428285036,9, stability,Answer,conversation
-7374265153265261006,8,inheritance,Prompt,conversation
-7374265153265261006,8, data class,Prompt,conversation
4474054989847395540,9,composition,Answer,conversation
4474054989847395540,9, stability,Answer,conversation
4474054989847395540,9, efficiency,Answer,conversation
7302766250984588803,6, manageability,ListOfCode,conversation
1836036452878113064,6, simplicity,Answer,conversation
4255712447357772035,9,complexity,Answer,conversation
4255712447357772035,9, readability,Answer,conversation
4255712447357772035,9, accuracy,Answer,conversation
1811905339339077617,8, long method,Prompt,conversation
-5381153846533275448,9, data class,Answer,conversation
-5381153846533275448,9, long method,Answer,conversation
8143993926159579156,8, functionality,Answer,conversation
8143993926159579156,8,complexity,Answer,conversation
-432974697219484536,8, data class,ListOfCode,conversation
7796736543089424659,9, compatibility,Answer,conversation
-4518395019663682579,9,abstraction,Answer,conversation
2358493296798902372,8, performance,Answer,conversation
-488969640303676920,8, data class,Prompt,conversation
-1642275841663665173,9, performance,Answer,conversation
-1642275841663665173,9, data class,Answer,conversation
-1642275841663665173,9, data class,ListOfCode,conversation
-742018147221717481,8, data class,ListOfCode,conversation
854949572805745590,6, compatibility,Answer,conversation
-2897389099178021858,9, efficiency,Answer,conversation
3528787206804999914,8, functionality,Answer,conversation
-7643211113105031359,8, compatibility,Answer,conversation
-7643211113105031359,8, data class,ListOfCode,conversation
8175221328189060588,9, compatibility,Answer,conversation
6260077420982482638,9, data class,Prompt,conversation
-2384279384239685347,8, readability,Answer,conversation
-2384279384239685347,8, maintainability,Answer,conversation
9204121787447943248,9, duplicate code,Answer,conversation
3568421279765909405,8, long method,Prompt,conversation
-3031725406616219958,8, long method,Prompt,conversation
-7111521180608218937,9, data class,Prompt,conversation
-4466975272985929821,8, long method,Prompt,conversation
-4466975272985929821,8, long method,Answer,conversation
-167273251804717943,8, functionality,Answer,conversation
3258188160936648767,9, functionality,Answer,conversation
803861416686747306,9, duplicate code,Prompt,conversation
803861416686747306,9, data class,Prompt,conversation
803861416686747306,9, duplicate code,Answer,conversation
803861416686747306,9, data class,Answer,conversation
9174791835172263279,8, data class,Prompt,conversation
4186863791776910118,8, compatibility,Answer,conversation
7409164121892072719,9, compatibility,Answer,conversation
3446765666272863048,8, long method,Answer,conversation
2239408522318612865,8, long method,Prompt,conversation
2239408522318612865,8,complexity,Answer,conversation
2239408522318612865,8,design size,Answer,conversation
4608390847664862274,6, functionality,Prompt,conversation
-4452779260387792014,8, long method,Prompt,conversation
-1534412829730265832,9,composition,Prompt,conversation
-1534412829730265832,9, accuracy,Prompt,conversation
-1534412829730265832,9,composition,Answer,conversation
-1534412829730265832,9,composition,ListOfCode,conversation
5853218457969671426,6, functionality,Answer,conversation
-226583087024557784,8, data class,Prompt,conversation
5178303819547808342,8, data class,Prompt,conversation
5178303819547808342,8, functionality,Answer,conversation
5178303819547808342,8,complexity,Answer,conversation
5178303819547808342,8, data class,ListOfCode,conversation
-6842559558487000677,9, data class,Prompt,conversation
-6842559558487000677,9, data class,ListOfCode,conversation
2217514101703441559,8, data class,Prompt,conversation
-6910643152917067170,9, functionality,Answer,conversation
-6910643152917067170,9, data class,Answer,conversation
-6507178034782271122,6, manageability,ListOfCode,conversation
-9171406985107980481,9, data class,Prompt,conversation
-9171406985107980481,9, data class,Answer,conversation
-1734496330130936788,6, functionality,Answer,conversation
-6885672914205392329,8, data class,Prompt,conversation
-342070010462215310,8,complexity,Answer,conversation
-342070010462215310,8, readability,Answer,conversation
-342070010462215310,8, scalability,Answer,conversation
-342070010462215310,8, simplicity,Answer,conversation
-342070010462215310,8, modularity,Answer,conversation
2847577914973093438,8, functionality,Answer,conversation
2847577914973093438,8,abstraction,Answer,conversation
-2492614075216615548,8, long method,Prompt,conversation
5934928972299117950,6, performance,Answer,conversation
-5386672168116260656,8, stability,Answer,conversation
-150974894892053518,8,complexity,Answer,conversation
-150974894892053518,8, compatibility,Answer,conversation
-5704603475797023757,9, data class,Answer,conversation
5899584180322115715,6,complexity,Answer,conversation
1836036452878113064,9, simplicity,Answer,conversation
-2078106702352999388,6, functionality,Prompt,conversation
-2078106702352999388,6,complexity,Answer,conversation
5172615647456731341,8,complexity,Answer,conversation
-753721028592754189,6, maintainability,Answer,conversation
3936179044134740166,9, performance,Answer,conversation
3936179044134740166,9, effectiveness,Answer,conversation
3856846297934961734,8,complexity,Answer,conversation
-2221046400757051474,8, functionality,Answer,conversation
9087556463012409777,9, compatibility,Answer,conversation
6243449033894320856,8,complexity,Answer,conversation
6243449033894320856,8,design size,Answer,conversation
6243449033894320856,8, efficiency,Answer,conversation
8843939359831308031,8, performance,Answer,conversation
-2078106702352999388,9, functionality,Prompt,conversation
-2078106702352999388,9,complexity,Answer,conversation
-1496801755810324175,8,complexity,Answer,conversation
-1496801755810324175,8, compatibility,Answer,conversation
-7668685088488330255,8, functionality,Answer,conversation
3939272392757926785,9, performance,Answer,conversation
3939272392757926785,9, efficiency,Answer,conversation
-19715294064770006,9, performance,Answer,conversation
-19715294064770006,9, efficiency,Answer,conversation
8973621743809581029,8, functionality,Answer,conversation
2102615281437907118,6, effectiveness,Answer,conversation
1549160369698132156,8,complexity,Answer,conversation
-651795093216301208,9, efficiency,Answer,conversation
5899584180322115715,9,complexity,Answer,conversation
-3571323720278016629,8, performance,Answer,conversation
-8328111286982139327,8, readability,Answer,conversation
-8328111286982139327,8, maintainability,Answer,conversation
-9007480156978672290,6, performance,Prompt,conversation
-9007480156978672290,6, performance,Answer,conversation
-1204857817860894754,8, simplicity,ListOfCode,conversation
9166746764533923811,8, long method,Prompt,conversation
117366176713648547,8, data class,Prompt,conversation
8695160393126000355,6, duplicate code,Prompt,conversation
8695160393126000355,6, functionality,Answer,conversation
8695160393126000355,6, duplicate code,ListOfCode,conversation
-4357826699925154026,8,complexity,Answer,conversation
3520418456068105809,8, functionality,Answer,conversation
-1439802350856125326,9, performance,Answer,conversation
-1439802350856125326,9, simplicity,Answer,conversation
-9004707667160620945,8, long method,Prompt,conversation
-9004707667160620945,8,complexity,Answer,conversation
-9004707667160620945,8,design size,Answer,conversation
7564757485636438503,9,composition,Prompt,conversation
7564757485636438503,9,composition,Answer,conversation
7564757485636438503,9, long method,Answer,conversation
7564757485636438503,9,composition,ListOfCode,conversation
-5430827785610327645,8, long method,Prompt,conversation
-5430827785610327645,8, functionality,Answer,conversation
-2753834418894034639,6, functionality,Answer,conversation
-2753834418894034639,6, readability,Answer,conversation
-4177507103967891073,8, long method,Prompt,conversation
-1862583408618634642,6, compatibility,Answer,conversation
-1862583408618634642,6, compatibility,ListOfCode,conversation
-3662791482252761649,6, functionality,Answer,conversation
-1534274716372530634,2, robustness,Answer,conversation
4122248173161117983,5, flexibility,Answer,conversation
-5749541771403800864,5, effectiveness,Answer,conversation
-708411249225215903,2, performance,Answer,conversation
-708411249225215903,2, data class,Answer,conversation
-708411249225215903,2, accuracy,Answer,conversation
-708411249225215903,2, reliability,Answer,conversation
-8498655199507842336,9,complexity,Answer,conversation
337440678214657970,2, performance,Answer,conversation
337440678214657970,2, long method,Answer,conversation
337440678214657970,2, accuracy,Answer,conversation
337440678214657970,2, accuracy,ListOfCode,conversation
-7709108665496642526,5, functionality,Answer,conversation
-7709108665496642526,5, data class,Answer,conversation
8058771062096841515,3, data class,Answer,conversation
8058771062096841515,3, accuracy,Answer,conversation
-2156514066249739322,2, long method,Prompt,conversation
1264680110257135260,3, performance,Answer,conversation
1264680110257135260,3, scalability,Answer,conversation
3936179044134740166,3, performance,Answer,conversation
3936179044134740166,3, effectiveness,Answer,conversation
-1627047993576187620,5,complexity,Answer,conversation
-1627047993576187620,5, stability,Answer,conversation
1875131002890415968,2, data class,Prompt,conversation
-4917264637360925629,9, performance,Prompt,conversation
780709920991010397,3, functionality,Answer,conversation
-1797641702374178026,5, effectiveness,Answer,conversation
4597417276429094596,5, functionality,Answer,conversation
4597417276429094596,5, efficiency,Answer,conversation
-2297839066780057933,2, data class,Prompt,conversation
-7097629167341992278,2,composition,Answer,conversation
-2897389099178021858,3, efficiency,Answer,conversation
-2633925431273887509,9, compatibility,Answer,conversation
3784300118989909830,3, performance,Answer,conversation
3784300118989909830,3, stability,Answer,conversation
3784300118989909830,3, scalability,Answer,conversation
4933541598236845565,5,complexity,Answer,conversation
4933541598236845565,5, stability,Answer,conversation
3929855781432118024,2, functionality,Answer,conversation
3929855781432118024,2,complexity,Answer,conversation
-1889628030071943444,5, effectiveness,Answer,conversation
7244101589876508924,3, performance,Answer,conversation
7480875472114082266,5, functionality,Answer,conversation
7480875472114082266,5, data class,Answer,conversation
2714395670882021037,2, functionality,Answer,conversation
2714395670882021037,2, data class,Answer,conversation
-979359983670923663,2, functionality,Answer,conversation
-7136279339195570930,3, functionality,Answer,conversation
-7136279339195570930,3, performance,Answer,conversation
-7136279339195570930,3, flexibility,Answer,conversation
7655798603285013532,2, performance,Answer,conversation
7655798603285013532,2, long method,Answer,conversation
7655798603285013532,2, accuracy,Answer,conversation
7655798603285013532,2, accuracy,ListOfCode,conversation
2485282201350449626,2, compatibility,Prompt,conversation
2485282201350449626,2,design size,Answer,conversation
-4116176700757824133,2, robustness,Answer,conversation
-3789203014882208815,3, productivity,Answer,conversation
5165064244739701628,2, functionality,Answer,conversation
5165064244739701628,2, data class,Answer,conversation
5165064244739701628,2, data class,ListOfCode,conversation
5165064244739701628,2, blob class,ListOfCode,conversation
-3885715155282339404,5, performance,Answer,conversation
-3885715155282339404,5, effectiveness,Answer,conversation
5981924218954216154,2, data class,ListOfCode,conversation
5981924218954216154,2, blob class,ListOfCode,conversation
-8144781377455164013,5, performance,Answer,conversation
-8144781377455164013,5, effectiveness,Answer,conversation
-7573023770318176030,9, simplicity,Answer,conversation
-6733883571759371924,2, robustness,Answer,conversation
-7939230836969723146,5,complexity,Answer,conversation
-7939230836969723146,5, stability,Answer,conversation
6904859990043623829,2,complexity,Answer,conversation
5431177501381806743,3, performance,Answer,conversation
-7970704283112840371,2, data class,Prompt,conversation
-1761250054675281043,5, flexibility,Answer,conversation
-8497735351012157800,3, stability,Answer,conversation
-8445366392947019418,5, effectiveness,Answer,conversation
-5472174977023761765,3, productivity,Answer,conversation
-7239162750319372887,2, robustness,Answer,conversation
4672903260658292164,3, functionality,Answer,conversation
4672903260658292164,3, performance,Answer,conversation
-3567235001556131662,2, performance,Answer,conversation
-3567235001556131662,2, data class,Answer,conversation
-3567235001556131662,2, accuracy,Answer,conversation
-3567235001556131662,2, reliability,Answer,conversation
4523539933544675854,5,complexity,Answer,conversation
4523539933544675854,5, stability,Answer,conversation
-609466906104251036,2, functionality,Answer,conversation
-609466906104251036,2, data class,Answer,conversation
-7685791366277732656,2, compatibility,Prompt,conversation
-7685791366277732656,2,design size,Answer,conversation
8342537113209918399,2, long method,Answer,conversation
-866925852360377720,2, readability,Answer,conversation
4404465289539919462,5, functionality,Answer,conversation
4404465289539919462,5, efficiency,Answer,conversation
-940672757436841088,2, long method,Prompt,conversation
-940672757436841088,2, performance,Answer,conversation
-599907479162928609,8, accessibility,Prompt,conversation
-599907479162928609,8, efficiency,Answer,conversation
-2382604358362452195,2, functionality,Answer,conversation
-2382604358362452195,2,complexity,Answer,conversation
5417673970788656412,2, accuracy,Prompt,conversation
-7558069914532072895,2, efficiency,Answer,conversation
1222912167723460594,3, performance,Answer,conversation
-5752933964999465295,3, performance,Answer,conversation
-234702918351175663,3, functionality,Answer,conversation
-234702918351175663,3, performance,Answer,conversation
-234702918351175663,3, stability,Answer,conversation
-234702918351175663,3, usability,Answer,conversation
-234702918351175663,3,design size,Answer,conversation
-234702918351175663,3, efficiency,Answer,conversation
-234702918351175663,3, reliability,Answer,conversation
1166313286305367082,5, long method,Answer,conversation
-7617124621332237593,2, functionality,Answer,conversation
-6644997202743643086,2, functionality,Answer,conversation
-3317216294660395972,3, functionality,Answer,conversation
-3317216294660395972,3, stability,Answer,conversation
-6725143854293140887,5, effectiveness,Answer,conversation
5367907528159031437,3, data class,ListOfCode,conversation
2682734654241126922,5, flexibility,Answer,conversation
8108020153238989551,9,complexity,Answer,conversation
886683568894146144,2, accuracy,Prompt,conversation
2048106932783108957,3,complexity,Answer,conversation
-1109396363320652170,2,complexity,Answer,conversation
-4579276040282017097,8, accessibility,Answer,conversation
-4579276040282017097,8, robustness,Answer,conversation
-4579276040282017097,8, reliability,Answer,conversation
-8350350332764625344,2,complexity,Answer,conversation
-5381153846533275448,3, long method,Answer,conversation
-8325350923541779275,2, long method,Prompt,conversation
-651795093216301208,3, efficiency,Answer,conversation
6343679145453550909,2, efficiency,Answer,conversation
-3057171483973178770,3, performance,Answer,conversation
-3057171483973178770,3, stability,Answer,conversation
2095989195623283844,3, dead code,ListOfCode,conversation
-5456766650295671059,8, efficiency,Prompt,conversation
-9171406985107980481,3, data class,Prompt,conversation
-9171406985107980481,3, data class,Answer,conversation
5557056504097686311,5, effectiveness,Answer,conversation
1355323682998235982,2, readability,Answer,conversation
480711997447389250,5,complexity,Answer,conversation
3805274130381266384,5, effectiveness,Answer,conversation
-7420166646311064226,2, performance,Answer,conversation
-7420166646311064226,2, accuracy,Answer,conversation
-3273487345576294590,8, simplicity,Answer,conversation
4135601585858324433,8, functionality,Answer,conversation
-7583635321852932293,3,composition,Answer,conversation
-9139680512223197623,8,design size,Answer,conversation
2224121751737692371,3, data class,Prompt,conversation
2224121751737692371,3, data class,ListOfCode,conversation
1436080279280187461,5, functionality,Answer,conversation
942054362164094088,8,design size,Answer,conversation
942054362164094088,8, flexibility,Answer,conversation
-4062503229119622833,5, functionality,Answer,conversation
-4062503229119622833,5, efficiency,Answer,conversation
-8519174439869211180,8, functionality,Prompt,conversation
-8519174439869211180,8, functionality,ListOfCode,conversation
7273141384180667827,5, performance,Answer,conversation
7273141384180667827,5, long method,Answer,conversation
-857842570209993476,2, performance,Answer,conversation
-5467048948619061467,8, functionality,Answer,conversation
942054362164094088,2,design size,Answer,conversation
942054362164094088,2, flexibility,Answer,conversation
8342011816728583160,5, accuracy,Answer,conversation
-1730964528192467299,8, performance,Prompt,conversation
-1730964528192467299,8, performance,Answer,conversation
-1730964528192467299,8,complexity,Answer,conversation
-4928665437834258085,2, switch statement,Prompt,conversation
-4928665437834258085,2, switch statement,Answer,conversation
-3743005273213624096,8,abstraction,Prompt,conversation
-3743005273213624096,8,composition,Prompt,conversation
-3743005273213624096,8, blob class,Prompt,conversation
-3743005273213624096,8, functionality,Answer,conversation
-3743005273213624096,8,abstraction,Answer,conversation
-3743005273213624096,8, compatibility,Answer,conversation
-3743005273213624096,8,design size,Answer,conversation
5610451707831655301,2,complexity,Answer,conversation
7812784137675649422,3, dead code,Prompt,conversation
1773003617954424457,8, long method,Prompt,conversation
-916213960220984652,6,complexity,Answer,conversation
8838832895066801897,5, functionality,Answer,conversation
1080593191318056361,3, readability,Answer,conversation
1080593191318056361,3, data class,ListOfCode,conversation
-9139680512223197623,2,design size,Answer,conversation
-7714616345693680423,8, correctness,Answer,conversation
7135743969773030713,5, simplicity,ListOfCode,conversation
-6930623605813527226,2, accuracy,Answer,conversation
1258654431433825416,3, data class,Answer,conversation
1258654431433825416,3, long method,Answer,conversation
1258654431433825416,3, data class,ListOfCode,conversation
7206458635047687985,8, compatibility,Answer,conversation
6033884894293007290,8, long method,Prompt,conversation
4796600029729632079,3, data class,Prompt,conversation
-8240053797137535645,5, data class,Answer,conversation
-7924765524682871944,8, stability,Answer,conversation
-4928665437834258085,8, switch statement,Prompt,conversation
-4928665437834258085,8, switch statement,Answer,conversation
7330391699014619077,3, duplicate code,Prompt,conversation
7330391699014619077,3, dead code,Prompt,conversation
5610451707831655301,8,complexity,Answer,conversation
-857842570209993476,8, performance,Answer,conversation
-8658380112992381165,5, functionality,Answer,conversation
-7809298623143242251,3, dead code,Answer,conversation
-3828004850821477273,6,inheritance,Prompt,conversation
-3828004850821477273,6,inheritance,Answer,conversation
198382150506489542,8, performance,Prompt,conversation
198382150506489542,8, accuracy,Prompt,conversation
944282263517165660,5,complexity,Answer,conversation
5539994783473789789,5,design size,Prompt,conversation
-8505806016935623253,2, stability,Answer,conversation
3268323333091685083,6, accuracy,Answer,conversation
5697386828710696867,8, accuracy,Answer,conversation
-4219521569564600781,8, long method,Prompt,conversation
-4344199512933041012,8, functionality,Answer,conversation
-5619362142462847830,8, readability,Answer,conversation
3265706949129369412,5, adaptability,Answer,conversation
597555946177987133,3, data class,ListOfCode,conversation
676182797802678876,6, effectiveness,Answer,conversation
-7714616345693680423,2, correctness,Answer,conversation
-8794987054737747038,8, simplicity,Answer,conversation
3306602444976340514,5, functionality,Answer,conversation
3306602444976340514,5,complexity,Answer,conversation
3910563575651106009,5, functionality,Answer,conversation
1601991960152468087,8,design size,Prompt,conversation
7388557070698691490,8, functionality,Answer,conversation
7388557070698691490,8,complexity,Answer,conversation
7686257141420462488,8, functionality,Answer,conversation
7686257141420462488,8,abstraction,Answer,conversation
7686257141420462488,8, performance,Answer,conversation
7686257141420462488,8,design size,Answer,conversation
7686257141420462488,8, flexibility,Answer,conversation
7686257141420462488,8, robustness,Answer,conversation
7686257141420462488,8, simplicity,Answer,conversation
7686257141420462488,8, maintainability,Answer,conversation
7686257141420462488,8, traceability,Answer,conversation
-4632295248051519381,8, readability,Answer,conversation
-4144149793955645430,8, stability,Answer,conversation
-4144149793955645430,8, usability,Answer,conversation
-4144149793955645430,8, flexibility,Answer,conversation
-4144149793955645430,8, reusability,Answer,conversation
-1694197820658895067,3, functionality,Prompt,conversation
5768708304635389816,8, functionality,Answer,conversation
-3331411838026498204,5, performance,Answer,conversation
-2897624574622936642,4, stability,Answer,conversation
-8119666344384021592,4, flexibility,Answer,conversation
-473508535151498304,4, functionality,Answer,conversation
8175221328189060588,3, compatibility,Answer,conversation
3540205738158902159,2, functionality,Answer,conversation
-4032045150055139980,4,complexity,Answer,conversation
-4032045150055139980,4,design size,Answer,conversation
-4032045150055139980,4, efficiency,Answer,conversation
-7367805730011643709,2,complexity,Answer,conversation
-3031725406616219958,4, data class,Prompt,conversation
-3031725406616219958,4, functionality,Answer,conversation
-3031725406616219958,4,complexity,Answer,conversation
-3031725406616219958,4, data class,ListOfCode,conversation
6575113121690853313,3,encapsulation,Answer,conversation
8986403827004231434,2, performance,Answer,conversation
-9097241635500181300,4, long method,Prompt,conversation
9029651480609429136,4, data class,ListOfCode,conversation
-4254168654791865934,4,complexity,Answer,conversation
